,predicted_mean
2021-06-18,0.23
2021-06-19,0.23
2021-06-20,0.23
2021-06-21,0.23
2021-06-22,0.23
2021-06-23,0.23
2021-06-24,0.23
2021-06-25,0.23
2021-06-26,0.23
2021-06-27,0.23
2021-06-28,0.23
2021-06-29,0.23
2021-06-30,0.23
2021-07-01,0.23
2021-07-02,0.23
2021-07-03,0.23
2021-07-04,0.23
2021-07-05,0.23
2021-07-06,0.23
2021-07-07,0.23
2021-07-08,0.23
2021-07-09,0.23
2021-07-10,0.23
2021-07-11,0.23
2021-07-12,0.23
2021-07-13,0.23
2021-07-14,0.23
2021-07-15,0.23
2021-07-16,0.23
2021-07-17,0.23
2021-07-18,0.23
2021-07-19,0.23
