,predicted_mean
2021-07-02,0.6371428579999999
2021-07-03,0.6407142869999999
2021-07-04,0.6442857159999998
2021-07-05,0.6478571449999998
2021-07-06,0.6514285739999998
2021-07-07,0.6550000029999997
2021-07-08,0.6585714319999997
2021-07-09,0.6621428609999996
2021-07-10,0.6657142899999996
2021-07-11,0.6692857189999996
2021-07-12,0.6728571479999995
2021-07-13,0.6764285769999995
2021-07-14,0.6800000059999994
2021-07-15,0.6835714349999994
2021-07-16,0.6871428639999994
2021-07-17,0.6907142929999993
2021-07-18,0.6942857219999993
2021-07-19,0.6978571509999992
